text,lemmas,ngrams,named_ents,sentiment
16 February 2011 Finnish industrial machinery company Metso Oyj ( HEL MEO1V ) said today it will deliver minerals processing equipment and basic engineering to Canadian miner Northland Resources ( OSL NAUR ) ( TSE NAU ) .,"['finnish', 'industrial', 'machinery', 'company', 'say', 'today', 'deliver', 'mineral', 'processing', 'equipment', 'basic', 'engineering', 'canadian', 'miner']","['industrial_machinery', 'industrial_machinery_company', 'say_today', 'deliver_mineral', 'deliver_mineral_processing', 'deliver_mineral_processing_equipment', 'basic_engineering', 'canadian_miner']",[],positive
"On Wednesday he announced that the government would propose granting a licence for two reactors , one to be built by Fennovoima , and the other by TVO .","['announce', 'government', 'propose', 'grant', 'licence', 'reactor', 'build']",[],[],positive
"In the second quarter of 2010 , the group 's net profit rose to EUR 3.1 million from EUR 2.5 million in April-June 2009 .","['second', 'quarter', 'group', 'net', 'profit', 'rise']","['second_quarter', 'net_profit']",[],positive
Performance in 2006 was impacted by the consolidation trend in the telecom sector and the overall and structural changes in the contract manufacturing market in telecommunications technology and industrial electronics .,"['performance', 'impact', 'consolidation', 'trend', 'telecom', 'sector', 'overall', 'structural', 'change', 'contract', 'manufacturing', 'market', 'telecommunication', 'technology', 'industrial', 'electronic']","['structural_change', 'industrial_electronic']",[],negative
"In the second quarter of 2010 , the group 's net profit rose to EUR3 .1 m from EUR2 .5 m in April-June 2009 .","['second', 'quarter', 'group', 'net', 'profit', 'rise', 'm', 'm']","['second_quarter', 'net_profit']",[],positive
"In the Baltic states the company reports net sales of EUR 11.9 mn , down from EUR 14.2 mn , and an operative EBIT of EUR 2.2 mn , down from EUR 1.7 mn .","['state', 'company', 'report', 'net', 'sale', 'operative', 'EBIT']","['net_sale', 'operative_EBIT']",[],negative
"' Our strategic cooperation with Rentakran brings us new customers and already-working relationships with the authorities of the new territories , ' said Jarmo Laasanen , a senior manager at Cramo .","['strategic', 'cooperation', 'bring', 'new', 'customer', 'work', 'relationship', 'authority', 'new', 'territory', 'say', 'senior', 'manager']","['strategic_cooperation', 'new_customer', 'work_relationship', 'new_territory', 'senior_manager']","['Jarmo_Laasanen/PERSON', 'Cramo/FAC']",positive
"Forestries were also higher , driven by yesterday 's bullish analyst comment on Stora Enso in Dagens Industri , dealers said .","['forestry', 'high', 'drive', 'yesterday', 'bullish', 'analyst', 'comment', 'dealer', 'say']","['bullish_analyst', 'bullish_analyst_comment']",['Stora_Enso/PERSON'],positive
"( ADP News ) Oct 1 , 2008 Finnish consulting and engineering company Poyry Oyj ( OMX POY1V ) said today it was awarded a EUR 5.2 million ( USD 7.4 m ) extension to their existing consultancy engineering contract with Venezuel","['finnish', 'consulting', 'engineering', 'company', 'say', 'today', 'award', 'usd', 'extension', 'exist', 'consultancy', 'engineering', 'contract']","['finnish_consulting', 'say_today', 'exist_consultancy', 'exist_consultancy_engineering', 'exist_consultancy_engineering_contract']",[],positive
Airbus has 100 firm orders for the A350 and 89 nonbinding commitments .,"['firm', 'order', 'nonbinding', 'commitment']","['firm_order', 'nonbinding_commitment']",['A350/PRODUCT'],positive
UPM-Kymmene has generated seventeen consecutive quarters of positive Cash Flow from Operations .,"['generate', 'consecutive', 'quarter', 'positive', 'cash', 'flow']","['consecutive_quarter', 'positive_cash', 'positive_cash_flow']",[],positive
Earnings per share EPS rose to EUR 0.11 from EUR 0.03 .,"['earning', 'share', 'rise']",[],[],positive
"' The stable outlook reflects Nokia 's strong market position in the global mobile handset market , strong cash flow generation , and very conservative balance sheet , ' said Raab .","['stable', 'outlook', 'reflect', 'strong', 'market', 'position', 'global', 'mobile', 'handset', 'market', 'strong', 'cash', 'flow', 'generation', 'conservative', 'balance', 'sheet', 'say']","['stable_outlook', 'strong_market', 'strong_market_position', 'mobile_handset', 'mobile_handset_market', 'strong_cash', 'strong_cash_flow', 'strong_cash_flow_generation', 'conservative_balance', 'conservative_balance_sheet']",['Raab/PERSON'],positive
"Operating profit was EUR 0.1 mn , down from EUR 1.3 mn .","['operate', 'profit']",['operate_profit'],[],negative
Finnish lifting equipment maker Konecranes HEL KCR1V said on 29 July 2009 it has raised its stake in Austrian manipulator maker ACS Konecranes to 80 % and bought German sector player Knight Europe .,"['finnish', 'lifting', 'equipment', 'maker', 'say', 'raise', 'stake', 'austrian', 'manipulator', 'maker', 'buy', 'german', 'sector', 'player']","['finnish_lifting', 'finnish_lifting_equipment', 'finnish_lifting_equipment_maker', 'austrian_manipulator', 'austrian_manipulator_maker', 'german_sector', 'german_sector_player']",[],positive
"There has been some recovery of the base metals prices and increased demand for metals in China , however .","['recovery', 'base', 'metal', 'price', 'increase', 'demand', 'metal']",['increase_demand'],['China/GPE'],positive
Operating profit for continuing operations fell to EUR 48.3 mn from EUR 72.4 mn in the first half of 2007 .,"['operate', 'profit', 'continue', 'operation', 'fall', 'half']","['operate_profit', 'continue_operation', 'first_half']",[],negative
"The company 's operating income ( EBIT ) totalled EUR 0.0 mn , up from EUR 0.3 mn year-on-year .","['company', 'operating', 'income', 'total', 'year', 'year']",[],[],positive
First quarter underlying operating profit rose to 41 mln eur from 33 mln a year earlier .,"['quarter', 'underlie', 'operating', 'profit', 'rise', 'mln', 'eur', 'mln', 'year', 'early']","['first_quarter', 'underlie_operating', 'underlie_operating_profit']",[],positive
"ADPnews Jun 30 , 2009 Finnish stainless steel maker Outokumpu Oyj HEL OUT1V said yesterday it signed a three-year EUR 900 million USD 1.3 bn revolving credit facility .","['finnish', 'stainless', 'steel', 'maker', 'say', 'yesterday', 'sign', 'year', 'usd', 'bn', 'revolve', 'credit', 'facility']","['stainless_steel', 'stainless_steel_maker', 'say_yesterday', 'revolve_credit', 'revolve_credit_facility']",[],positive
"Finnish Talentum reports its operating profit increased to EUR 20.5 mn in 2005 from EUR 9.3 mn in 2004 , and net sales totaled EUR 103.3 mn , up from EUR 96.4 mn .","['report', 'operating', 'profit', 'increase', 'net', 'sale', 'total']",['net_sale'],"['mn/GPE', 'mn/GPE']",positive
"'' The change will optimize the operational efficiencies of our growing business , '' said Julia Prohaska , director of marketing communications for Fiskars .","['change', 'optimize', 'operational', 'efficiency', 'grow', 'business', 'say', 'director', 'marketing', 'communication']","['operational_efficiency', 'grow_business']",['Julia_Prohaska/PERSON'],positive
"HELSINKI (Thomson Financial) Kemira GrowHow swung into profit in its first quarter earnings on improved sales , especially in its fertilizer business in Europe , which is normally stronger during the first quarter .","['swing', 'profit', 'quarter', 'earning', 'improve', 'sale', 'especially', 'fertilizer', 'business', 'normally', 'strong', 'quarter']","['first_quarter', 'first_quarter_earning', 'improve_sale', 'first_quarter']",['Kemira_GrowHow/PERSON'],positive
"Operating profit surged to EUR21m from EUR106 ,000 .","['operate', 'profit', 'surge', 'm']",['operate_profit'],[],positive
"Finland 's leading metals group Outokumpu said its fourth-quarter net profit more than tripled on the back of strong global demand for stainless steel , soaring base metal prices and proceeds from the sale of its technology unit .","['lead', 'metal', 'group', 'say', 'fourth', 'quarter', 'net', 'profit', 'triple', 'strong', 'global', 'demand', 'stainless', 'steel', 'soar', 'base', 'metal', 'price', 'proceed', 'sale', 'technology', 'unit']","['lead_metal', 'lead_metal_group', 'net_profit', 'global_demand', 'stainless_steel', 'soar_base', 'soar_base_metal', 'soar_base_metal_price']",['Finland/GPE'],positive
"Overall , 50 percent of respondents were confident about their security when banking online .","['overall', 'percent', 'respondent', 'confident', 'security', 'bank', 'online']",[],[],positive
The insurer anticipates its share in Nordea 's net profit to be significant .,"['insurer', 'anticipate', 'share', 'net', 'profit', 'significant']",['net_profit'],[],positive
"According to A-Rehu 's Managing Director , Jouko Lahtinen , the project will stabilise costs and improve supply security .","['accord', 'project', 'stabilise', 'cost', 'improve', 'supply', 'security']","['stabilise_cost', 'improve_supply', 'improve_supply_security']",['Jouko_Lahtinen/PERSON'],positive
The air traffic of Finland has been in stoppage since then .,"['air', 'traffic', 'stoppage']",[],['Finland/GPE'],negative
"This new representation extends Comptel 's global presence to a total of 18 countries , serving over 250 customers in over 80 countries worldwide .","['new', 'representation', 'extend', 'global', 'presence', 'total', 'country', 'serve', 'customer', 'country', 'worldwide']","['new_representation', 'global_presence']",[],positive
"The shopping center to be opened in St. Petersburg , Russia in November 2010 will turn the cash flow of Finnish department store chain Stockmann 's Russian operations positive for the first time in 2011 .","['shopping', 'center', 'open', 'turn', 'cash', 'flow', 'finnish', 'department', 'store', 'chain', 'russian', 'operation', 'positive', 'time']","['finnish_department', 'finnish_department_store', 'finnish_department_store_chain', 'russian_operation', 'first_time']","['St._Petersburg/GPE', 'Russia/GPE']",positive
More than a third of the original participants dropped out due to nausea and other side effects .,"['original', 'participant', 'drop', 'nausea', 'effect']","['original_participant', 'other_side', 'other_side_effect']",[],negative
The sales of the Tiimari segment fell by 4.0 % year-on-year to EUR3 .3 m in June 2010 .,"['sale', 'segment', 'fall', 'year', 'year', 'm']",[],['Tiimari/PERSON'],negative
"Consolidated operating profit excluding one-off items was EUR 30.6 mn , up from EUR 29.6 mn a year earlier .","['consolidated', 'operating', 'profit', 'exclude', 'item', 'year', 'early']","['consolidated_operating', 'consolidated_operating_profit']",[],positive
"However , he expects banks to provide alternative financing .","['expect', 'bank', 'provide', 'alternative', 'financing']","['expect_bank', 'alternative_financing']",[],positive
A profit is still on target .,"['profit', 'target']",[],[],positive
"In the autumn , it plans to expand service to St. Petersburg and Moscow and launch service to Yekaterinburg , Russia , flying there three times a week .","['autumn', 'plan', 'expand', 'service', 'launch', 'service', 'fly', 'time', 'week']","['expand_service', 'launch_service']","['St._Petersburg/GPE', 'Moscow/GPE', 'Yekaterinburg/GPE', 'Russia/GPE']",positive
"The services also give the supplier opportunity to key-in invoices , receive orders electronically , to send order confirmations and to upload and create electronic catalogues .","['service', 'supplier', 'opportunity', 'key', 'invoice', 'receive', 'order', 'electronically', 'send', 'order', 'confirmation', 'upload', 'create', 'electronic', 'catalogue']","['receive_order', 'send_order', 'send_order_confirmation', 'electronic_catalogue']",[],positive
Performance in the second half of 2009 exceeded expectations .,"['performance', 'second', 'half', 'exceed', 'expectation']","['second_half', 'exceed_expectation']",[],positive
This combined with foreign investments creates interesting opportunities for Solteq .,"['combine', 'foreign', 'investment', 'create', 'interesting', 'opportunity']","['foreign_investment', 'interesting_opportunity']",['Solteq/GPE'],positive
"'' I 'm happy with the outcome , '' Sneed said after the hearing .","['m', 'happy', 'outcome', 'say', 'hearing']",[],['Sneed/PERSON'],positive
Consumption is forecast to grow by about 2 % .,"['consumption', 'forecast', 'grow']",[],[],positive
"In a separate announcement to the Helsinki stock exchange , Atria revealed that the company 's third quarter profits declined from EUR13 .9 m in the third quarter of last year to EUR12 .7 m in this year 's Q3 .","['separate', 'announcement', 'stock', 'exchange', 'reveal', 'company', 'quarter', 'profit', 'decline', 'm', 'quarter', 'year', 'm', 'year', 'q3']","['separate_announcement', 'third_quarter', 'third_quarter_profit', 'third_quarter', 'last_year']",[],negative
